Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
large/chunked/write/ArrayMapU-64B,8.612696885619436e-4,8.537243193063322e-4,8.677863688109936e-4,2.2674644229052473e-5,1.8331046426337778e-5,2.8101624300815106e-5
large/chunked/write/SparseStoreB-64B,1.2284976740355454e-4,1.223639602128871e-4,1.2371652829587092e-4,2.1341422669700868e-6,1.5119242897609416e-6,3.2134318719980654e-6
large/chunked/write/SparseStoreU-64B,1.7959288432700934e-4,1.7912628587707147e-4,1.800351024107911e-4,1.5220701844094041e-6,1.2543716369168605e-6,1.8246515651951014e-6
large/chunked/read/ArrayMapB-32B,1.390827297454885e-4,1.3852440685296213e-4,1.3977195121912537e-4,2.0729906888297776e-6,1.6694578888921684e-6,2.7398303095989007e-6
large/chunked/read/ArrayMapU-32B,1.357293601613482e-4,1.3498446447584705e-4,1.3636718215995273e-4,2.372665246148514e-6,1.7965638934113233e-6,3.604069917497889e-6
large/chunked/read/SparseStoreB-32B,1.4773114719651709e-4,1.4678613757655671e-4,1.4894462489103202e-4,3.6777420717540188e-6,2.994987105582464e-6,4.375119892147769e-6
large/chunked/read/SparseStoreU-32B,1.595411500223824e-4,1.5514894902055767e-4,1.7106853901889755e-4,2.3446093334915086e-5,6.943633836785776e-6,4.7691397154347916e-5
large/chunked/read/ArrayMapB-64B,1.5149884736390863e-4,1.4894913170579327e-4,1.5461521614336664e-4,9.16236166581944e-6,7.790057501801165e-6,1.0556439220379834e-5
large/chunked/read/ArrayMapU-64B,1.3922989478519526e-4,1.3826111909980604e-4,1.4017587599865215e-4,3.3330857747579973e-6,2.6970230829186736e-6,4.3190798841510405e-6
large/chunked/read/SparseStoreB-64B,1.4718885760176193e-4,1.4649443289982511e-4,1.4783676560760283e-4,2.2555464633100292e-6,1.9036043632805023e-6,2.837638084600634e-6
large/chunked/read/SparseStoreU-64B,1.4452222061210726e-4,1.4345567642963408e-4,1.4528684779716703e-4,2.9910832976145647e-6,2.4176747238681766e-6,3.5934377542061718e-6
large/random/write/ArrayMapB-32B,1.011535513589555e-4,9.744351289439348e-5,1.1074714285767583e-4,1.784037672948949e-5,6.182525787374786e-6,3.5527600868814266e-5
large/random/write/ArrayMapU-32B,9.878529299813351e-5,9.830103045369656e-5,9.929886323014342e-5,1.618907533311111e-6,1.3966895811321222e-6,1.8857318024298707e-6
large/random/write/SparseStoreB-32B,1.2322302745885306e-4,1.221265583083689e-4,1.2440270319934158e-4,3.891729276410356e-6,3.4402372098894933e-6,4.555468057411262e-6
large/random/write/SparseStoreU-32B,1.4265141090975448e-4,1.4195044527110873e-4,1.438577251220318e-4,3.1313146675029922e-6,2.024589015345638e-6,4.924024569437894e-6
large/random/write/ArrayMapB-64B,1.0790475521751346e-4,1.0739198688724489e-4,1.0861282598483967e-4,2.004712293582658e-6,1.2447884551807995e-6,2.9483814109915403e-6
large/random/write/ArrayMapU-64B,1.2098902381642709e-4,1.2057772689493902e-4,1.2141387241666228e-4,1.3774012528435432e-6,1.1640742218888302e-6,1.6100352601934238e-6
large/random/write/SparseStoreB-64B,1.5070861394862216e-4,1.497056851011536e-4,1.5175630455754004e-4,3.705088935645078e-6,3.211482480680027e-6,4.282469399772496e-6
large/random/write/SparseStoreU-64B,1.6875587361956022e-4,1.679404399982787e-4,1.6970511919229013e-4,3.0410812260657643e-6,2.552788351626939e-6,3.6193678686802017e-6
large/random/read/ArrayMapB-32B,1.514844921073021e-4,1.5031370319264673e-4,1.528999953621148e-4,4.423548190950153e-6,3.6635873398340093e-6,5.685635447993882e-6
large/random/read/ArrayMapU-32B,1.38620943791675e-4,1.375551844611254e-4,1.3946889027364442e-4,3.119714886704679e-6,2.4483669600830276e-6,4.0523034472730695e-6
large/random/read/SparseStoreB-32B,1.5026332472390551e-4,1.4928000701437322e-4,1.5146349621748183e-4,3.7527375741956085e-6,3.1292355006556455e-6,4.38031626379029e-6
large/random/read/SparseStoreU-32B,1.4775342191556803e-4,1.4727620869489576e-4,1.4837742182084498e-4,1.836516720198776e-6,1.37537150139869e-6,2.587115045842309e-6
large/random/read/ArrayMapB-64B,1.6856488228891937e-4,1.6801170684821765e-4,1.692623440894309e-4,2.124941981093535e-6,1.6530082320161539e-6,2.9320260675914148e-6
large/random/read/ArrayMapU-64B,1.3688152298811028e-4,1.3584565861508025e-4,1.3806801307603023e-4,4.011052251865494e-6,3.3524442942482694e-6,5.0760207679779315e-6
large/random/read/SparseStoreB-64B,1.5058827552819355e-4,1.497460646266583e-4,1.5164937618451408e-4,3.027126399217234e-6,2.3650570025041753e-6,3.7931239855586786e-6
large/random/read/SparseStoreU-64B,1.4627352568313611e-4,1.4567115074912566e-4,1.4712106882669437e-4,2.358649362144931e-6,1.5922925701814215e-6,3.8026551340611216e-6
